src_ip,dst_ip,src_port,dst_port,protocol,packet_size,packet_count,data_transferred,session_duration,tcp_flags,device_id,os_version,app_usage,file_access,system_calls,cpu_usage,memory_usage,login_attempts,failed_logins,location_changes,unusual_activity,suspicious_processes,malicious_urls,malicious_files,exploit_attempts,label
192.168.147.233,192.168.181.73,38903,23437,TCP,897,13,650,69,ACK,device1,LinuxUbuntu,49,22,789,35,19,8,0,2,0,1,1,0,1,1
10.127.46.244,192.168.116.34,48298,61715,TCP,600,50,913,355,ACK,device3,Windows7,79,43,416,85,38,7,1,2,0,1,0,0,0,0
192.168.5.140,10.68.7.163,37070,34914,ICMP,439,74,4972,86,SYN,device5,Windows7,71,48,984,92,68,9,0,1,1,0,1,0,0,0
192.168.10.206,10.41.92.245,14435,54546,ICMP,576,51,6465,875,SYN,device6,Windows7,6,23,332,35,5,3,3,1,1,0,0,0,0,0
10.145.16.172,10.47.127.79,24040,11872,TCP,197,69,3230,640,FIN,device6,iOS14,69,13,196,65,26,9,0,1,0,1,0,0,0,1
10.174.12.193,192.168.203.75,18599,32227,TCP,925,98,890,960,FIN,device5,MacOS,28,41,476,54,37,4,2,2,1,0,0,0,1,0
10.66.206.162,192.168.203.28,34354,37571,UDP,310,86,5523,574,ACK,device4,Windows7,55,41,729,56,0,0,1,2,1,0,1,1,1,1
10.94.3.29,192.168.143.18,32456,13358,TCP,697,10,5036,455,PSH,device5,Windows7,20,16,618,96,18,7,2,0,0,1,1,0,0,0
10.154.47.20,172.30.208.255,12087,60377,TCP,662,53,5965,682,ACK,device6,MacOS,37,13,717,75,86,3,1,0,1,0,0,0,1,1
192.168.58.90,10.226.251.119,54468,45332,TCP,1199,88,4706,798,FIN,device5,Android10,0,16,381,95,36,3,2,2,1,1,0,1,1,1
172.25.203.197,172.16.26.138,25349,44971,UDP,931,10,6813,246,ACK,device6,Windows10,1,28,479,86,39,5,1,0,0,1,0,0,1,0
192.168.50.231,172.19.184.61,19698,2958,ICMP,1375,63,7554,482,SYN,device1,Windows7,35,22,940,34,89,6,2,1,0,0,1,0,1,0
172.16.220.254,172.20.47.68,1542,14086,ICMP,1471,2,9184,80,SYN,device4,MacOS,0,3,405,15,48,4,2,1,0,0,0,0,1,0
192.168.155.9,192.168.163.122,38563,35420,TCP,466,35,765,643,PSH,device1,iOS14,8,18,202,84,64,9,0,2,1,0,0,1,1,1
10.106.154.134,172.27.210.50,12725,478,UDP,799,71,2738,188,RST,device6,Android10,52,29,859,52,25,4,2,0,1,1,1,0,1,0
10.186.50.46,192.168.28.169,7789,809,ICMP,1425,76,6546,144,RST,device5,Windows7,51,39,673,14,29,4,2,1,1,0,0,0,1,1
10.125.130.191,192.168.228.189,3679,21137,TCP,832,31,8856,299,FIN,device5,MacOS,82,49,919,83,15,0,1,2,1,1,0,1,1,1
172.20.179.37,10.138.182.168,9011,36474,TCP,94,91,5551,937,ACK,device6,Android10,89,45,884,78,2,6,0,0,0,0,0,0,1,1
172.30.127.59,192.168.95.189,26135,61538,ICMP,68,59,9357,651,SYN,device5,LinuxUbuntu,22,2,353,68,14,5,3,0,0,1,1,0,0,1
172.16.71.210,172.20.194.219,36305,40715,ICMP,642,26,5984,294,PSH,device4,MacOS,9,10,803,88,94,1,0,1,1,1,1,1,1,1
10.113.190.124,10.245.99.146,58302,50579,TCP,798,95,8653,828,SYN,device1,Windows7,24,32,864,78,86,5,2,0,0,1,0,0,1,0
10.182.109.83,172.17.30.60,7516,40720,UDP,495,17,805,514,SYN,device2,iOS14,5,12,309,77,29,3,1,1,0,1,1,1,1,1
172.22.84.217,192.168.60.187,63245,7701,ICMP,694,68,9949,192,PSH,device6,LinuxUbuntu,76,15,907,99,26,1,2,0,0,1,0,0,0,1
10.221.175.21,192.168.29.83,64682,48761,ICMP,1087,36,4798,392,PSH,device4,Android10,24,28,212,14,9,1,0,2,0,1,0,1,1,0
192.168.109.122,10.178.111.104,59280,34661,ICMP,908,84,9685,63,FIN,device5,Windows10,95,20,972,26,30,0,0,2,0,1,0,0,1,1
10.246.46.117,10.252.15.130,11717,46971,ICMP,562,82,7675,66,RST,device4,MacOS,44,35,345,50,93,4,0,2,1,1,1,0,1,1
192.168.42.2,192.168.15.5,35738,53971,ICMP,276,46,8648,756,FIN,device2,LinuxUbuntu,58,40,493,1,67,8,3,1,1,0,0,0,1,1
10.150.187.17,10.96.149.236,38511,33042,ICMP,452,81,2054,936,PSH,device5,iOS14,61,36,177,47,47,4,4,2,1,1,1,1,1,0
192.168.202.239,192.168.131.1,49656,54604,TCP,1268,47,1692,375,FIN,device4,MacOS,29,35,577,7,5,0,1,2,0,1,0,1,0,1
10.163.107.133,172.19.32.108,437,44654,TCP,1144,3,9875,415,PSH,device5,LinuxUbuntu,60,2,562,95,26,7,4,2,0,0,0,0,1,1
10.29.159.87,10.79.255.199,59440,39727,UDP,141,66,1193,729,RST,device1,Android10,61,15,480,4,71,8,0,0,1,0,0,0,0,0
10.151.105.240,10.61.5.22,56686,4130,ICMP,658,98,1737,159,SYN,device6,MacOS,75,12,776,15,68,2,2,0,0,0,1,1,1,0
10.98.8.106,10.42.197.71,33001,49835,ICMP,1181,84,5994,929,FIN,device1,MacOS,18,8,957,77,82,7,1,0,1,0,0,1,1,0
192.168.112.233,192.168.163.13,60874,20863,ICMP,261,92,3752,464,FIN,device1,Windows10,88,43,743,41,95,6,3,2,0,1,1,1,1,0
192.168.191.110,172.25.173.138,18532,65120,ICMP,1097,4,1815,745,RST,device6,Windows7,35,46,167,5,88,1,3,1,1,0,0,0,1,1
172.28.252.56,192.168.228.169,45034,16877,UDP,1413,47,5227,870,PSH,device3,Android10,91,9,308,97,89,4,3,0,0,0,1,1,1,0
172.18.61.71,192.168.193.17,26755,12089,TCP,1434,15,4401,665,SYN,device6,iOS14,49,12,690,49,13,4,4,1,1,1,1,0,1,0
10.203.66.159,10.40.120.64,35634,32076,UDP,750,87,2471,734,RST,device1,Windows10,25,30,905,49,61,6,1,2,1,0,1,1,0,1
172.23.215.86,10.110.224.79,12541,64846,TCP,466,10,6534,172,ACK,device5,Windows7,71,34,798,33,72,2,0,1,0,0,1,0,0,0
10.52.190.152,172.31.179.210,31513,34680,TCP,151,19,4168,345,RST,device6,Windows10,46,40,880,7,6,2,1,1,1,1,1,1,0,0
172.30.35.233,10.118.204.93,19610,58212,TCP,670,68,9009,797,FIN,device2,MacOS,49,7,184,28,75,1,3,1,1,1,0,0,0,1
172.25.225.78,10.167.106.195,33496,6600,UDP,333,73,3600,108,SYN,device2,iOS14,14,2,581,93,86,5,2,1,0,0,1,1,1,0
192.168.221.41,192.168.222.247,40195,35441,TCP,67,76,5987,211,RST,device4,iOS14,64,32,412,14,76,0,0,1,0,0,0,1,0,1
10.127.245.198,172.20.72.39,62454,60396,UDP,220,37,658,501,PSH,device3,LinuxUbuntu,87,11,410,40,47,0,4,0,0,1,1,1,0,1
172.20.92.110,172.23.29.175,44029,61474,TCP,1319,33,9961,17,RST,device6,iOS14,20,17,970,72,3,9,0,2,0,1,0,1,0,1
172.28.51.89,172.23.211.169,46156,37512,UDP,338,56,2760,342,PSH,device1,Windows10,67,15,388,17,95,3,0,1,1,1,1,0,1,0
172.23.59.60,10.28.52.30,37873,3290,UDP,778,70,3563,501,RST,device2,iOS14,62,19,680,46,69,7,1,2,0,1,1,1,1,0
10.191.123.153,192.168.9.242,16133,26741,TCP,1444,55,2793,506,SYN,device2,Android10,66,1,359,56,71,5,0,0,0,1,1,1,1,1
10.6.100.154,192.168.143.165,17015,56884,UDP,87,5,7426,460,FIN,device4,Windows7,51,23,193,29,81,2,4,2,1,1,1,1,1,0
172.18.181.251,10.224.54.138,5304,60556,UDP,1498,63,4449,605,PSH,device1,Windows10,3,20,504,74,86,5,0,0,1,0,0,0,0,1
172.24.226.246,192.168.39.209,30996,6886,UDP,339,57,2255,613,FIN,device2,Android10,37,24,201,68,69,6,0,0,1,0,1,1,1,1
10.80.179.22,192.168.177.14,64303,11524,ICMP,587,52,5772,739,SYN,device1,MacOS,70,22,628,32,12,3,1,0,0,1,1,1,1,0
172.31.69.190,172.24.61.8,60875,52074,TCP,985,76,5520,841,ACK,device3,iOS14,94,31,908,15,99,6,3,0,0,1,1,1,0,1
10.155.223.121,172.23.86.66,59937,28719,ICMP,784,9,3993,843,SYN,device4,Android10,44,24,347,84,83,5,1,0,0,0,0,0,0,0
10.94.246.56,10.167.210.83,61991,32936,TCP,292,79,7858,574,RST,device3,Android10,46,12,945,47,75,2,2,1,1,0,1,0,1,1
192.168.167.52,192.168.248.157,9581,63029,UDP,936,38,7891,141,RST,device1,Windows10,68,20,381,92,53,7,2,2,1,0,0,1,1,0
172.28.38.168,10.242.6.87,26051,32009,TCP,1233,65,6857,166,ACK,device5,Android10,10,45,636,47,12,6,0,0,0,0,0,1,0,0
10.129.58.38,192.168.185.40,23325,15543,ICMP,465,74,420,273,RST,device5,Windows10,40,12,616,77,81,6,2,2,1,0,0,1,1,1
10.74.80.254,10.164.100.240,53442,17206,TCP,1075,63,2001,166,ACK,device2,Windows10,95,28,210,14,42,3,2,1,0,0,1,0,0,0
10.229.8.27,172.23.255.251,40431,63337,TCP,1229,62,3970,7,SYN,device1,LinuxUbuntu,73,41,829,44,93,6,0,1,0,0,0,1,0,0
192.168.53.92,10.23.62.174,14274,27760,UDP,932,98,5632,768,RST,device2,Windows10,95,3,951,77,86,4,2,2,1,0,0,0,1,0
192.168.176.158,172.31.126.19,48209,24498,UDP,1082,4,6147,168,FIN,device4,Windows7,12,6,867,71,26,4,2,1,0,0,1,1,0,1
192.168.55.242,192.168.134.170,16634,39868,ICMP,800,87,812,103,FIN,device1,Android10,4,37,413,11,52,9,4,0,1,1,1,1,0,0
172.21.2.189,10.206.240.143,63793,49746,ICMP,1289,47,2997,730,RST,device4,LinuxUbuntu,21,43,860,29,82,8,4,2,1,1,0,0,0,0
10.150.100.69,10.45.152.142,54799,53842,UDP,659,91,2742,901,SYN,device3,LinuxUbuntu,83,6,789,95,61,5,0,1,1,0,1,0,0,1
192.168.25.195,192.168.233.234,61684,33835,UDP,1388,89,4281,981,RST,device5,Windows7,78,33,830,93,7,9,2,0,1,0,0,1,1,1
10.185.236.65,192.168.178.176,43866,50122,TCP,736,69,5942,789,PSH,device6,MacOS,96,10,284,92,56,9,4,1,1,1,1,0,1,1
172.26.12.186,10.141.177.174,55494,50582,TCP,1094,51,288,494,FIN,device2,iOS14,62,29,145,26,73,7,1,0,0,1,1,1,0,1
10.245.39.226,10.73.13.117,57699,16358,UDP,995,68,6622,896,ACK,device2,Windows7,3,22,892,63,70,0,0,1,1,0,0,1,1,1
172.17.195.211,10.53.234.199,20431,46084,ICMP,1259,61,2103,343,FIN,device4,Windows10,67,5,299,29,4,7,1,0,1,1,0,0,0,1
172.20.72.235,172.20.195.243,37480,31418,UDP,1400,16,3518,520,RST,device3,Windows10,69,32,853,79,31,8,3,0,1,1,0,0,0,0
192.168.211.129,192.168.156.42,1996,30433,UDP,1242,7,3971,899,RST,device5,Android10,15,11,460,5,86,2,4,1,1,1,1,0,1,0
172.20.32.16,192.168.181.179,4272,39527,ICMP,767,97,2630,500,SYN,device6,MacOS,70,1,536,29,69,9,2,2,1,0,0,1,1,1
192.168.164.164,10.250.204.211,61693,30907,ICMP,1384,28,1730,977,PSH,device6,MacOS,18,9,594,74,78,3,3,2,1,1,1,1,0,0
172.17.113.154,192.168.61.85,22813,35740,TCP,223,81,202,492,PSH,device1,LinuxUbuntu,85,43,392,45,89,7,4,2,0,1,1,1,0,0
10.55.125.123,10.251.249.181,51332,4279,TCP,1081,44,5097,379,FIN,device5,LinuxUbuntu,95,17,335,66,82,1,2,0,1,1,1,1,0,1
10.168.57.146,10.77.210.14,10848,39978,ICMP,615,81,6993,34,FIN,device1,Android10,4,11,598,53,5,2,3,0,0,0,1,0,1,0
10.197.180.131,172.25.212.174,4379,8610,TCP,850,33,682,573,FIN,device1,LinuxUbuntu,87,34,965,36,2,1,2,0,1,1,1,0,0,0
10.73.43.96,192.168.90.85,63945,17211,TCP,1408,66,3663,439,SYN,device1,Android10,66,10,389,31,49,1,2,0,1,0,1,0,0,1
172.18.121.105,172.28.178.2,28594,7548,ICMP,501,95,3621,61,SYN,device2,MacOS,27,48,467,8,40,5,4,1,1,0,0,1,1,0
10.38.50.161,192.168.76.4,38157,14114,ICMP,1270,45,2074,734,PSH,device6,MacOS,77,33,452,20,15,3,1,0,0,1,1,1,0,0
192.168.81.185,172.16.168.223,11512,6191,TCP,220,81,9631,779,PSH,device6,iOS14,74,49,189,33,78,5,0,1,0,1,0,1,1,0
192.168.13.104,192.168.53.14,8145,4872,UDP,421,6,4617,672,FIN,device6,Windows7,36,32,192,52,74,3,1,1,0,0,0,1,1,0
10.81.240.238,10.135.25.158,2702,37329,TCP,277,76,830,714,PSH,device6,iOS14,53,8,403,56,64,9,1,0,1,1,0,1,1,0
192.168.140.205,172.25.75.246,49985,35933,ICMP,1346,84,5317,401,RST,device4,Windows10,41,8,308,4,19,1,2,0,1,0,1,1,1,0
10.9.26.120,10.28.173.77,45439,33104,UDP,1422,65,3949,605,FIN,device5,iOS14,12,43,677,95,62,0,0,2,1,1,0,0,1,0
10.236.109.130,192.168.239.63,38450,42761,TCP,711,19,4187,177,ACK,device6,MacOS,74,43,753,24,60,2,3,2,1,0,1,0,1,1
10.185.234.160,192.168.133.250,8141,3941,UDP,686,93,179,80,SYN,device4,MacOS,64,14,867,42,90,1,2,0,1,1,1,0,1,1
10.38.28.254,10.154.90.165,25862,52150,ICMP,435,63,2058,922,FIN,device1,LinuxUbuntu,57,0,201,33,52,4,1,2,0,1,1,1,0,0
192.168.30.190,10.16.136.126,19314,32201,ICMP,842,11,9079,93,ACK,device3,iOS14,16,20,651,73,5,6,2,0,0,1,1,0,0,1
172.31.36.75,192.168.203.186,19915,6596,TCP,907,98,2076,376,PSH,device3,Windows10,87,25,249,72,90,5,4,2,1,1,0,1,1,0
192.168.167.70,192.168.218.124,41531,62937,ICMP,866,99,5349,895,ACK,device3,Android10,91,49,613,42,93,3,4,1,1,0,1,0,0,1
10.47.215.178,10.109.42.135,35438,15330,UDP,602,97,9169,96,PSH,device5,MacOS,51,26,831,4,68,8,1,0,1,1,0,0,1,0
172.30.129.145,10.246.10.207,15241,47273,TCP,1192,64,5406,862,PSH,device5,Android10,8,49,969,23,51,1,1,2,1,1,0,0,0,0
10.172.108.58,192.168.47.235,17164,33100,TCP,130,23,760,888,RST,device3,LinuxUbuntu,83,32,450,69,25,1,1,0,0,1,0,0,1,1
192.168.197.82,192.168.20.230,65267,46868,UDP,526,62,9188,988,ACK,device5,Windows10,99,9,191,92,13,0,1,0,0,1,0,0,0,1
172.23.52.184,172.29.57.14,10035,48963,TCP,750,67,9907,216,PSH,device2,iOS14,51,40,118,44,89,0,4,2,0,0,0,1,0,1
192.168.191.59,192.168.135.17,37914,15571,TCP,154,39,9457,530,SYN,device4,LinuxUbuntu,34,5,339,28,21,8,4,2,0,0,0,0,0,1
10.221.233.147,10.178.183.114,4423,62513,ICMP,1201,25,2887,706,ACK,device3,LinuxUbuntu,26,35,970,81,32,8,0,1,0,1,1,0,1,0
192.168.230.235,192.168.177.239,21117,5313,TCP,753,97,2743,194,SYN,device2,Windows10,44,10,135,84,8,4,3,1,1,0,0,0,1,1
10.196.173.151,10.181.113.42,63198,16972,TCP,384,70,9289,510,PSH,device1,iOS14,33,11,585,13,77,7,2,0,0,0,0,0,1,1
192.168.241.164,172.19.250.7,30646,41791,ICMP,1295,99,6972,955,RST,device3,Android10,42,47,985,35,54,4,1,1,1,1,1,0,1,0
192.168.181.189,172.30.234.41,58924,36212,ICMP,424,36,4008,63,RST,device5,iOS14,30,44,187,85,80,8,0,1,1,0,1,1,0,1
192.168.80.20,172.16.88.157,56204,16542,TCP,1107,96,6059,943,SYN,device3,iOS14,81,48,909,73,32,8,1,1,1,0,0,0,1,1
172.17.180.8,10.1.21.213,60874,29388,UDP,1368,70,9450,487,SYN,device5,MacOS,89,36,236,2,70,2,4,1,1,0,0,1,1,1
10.116.98.252,172.24.144.129,49325,43200,TCP,884,88,1146,297,RST,device4,iOS14,37,31,505,64,5,7,2,0,1,1,0,1,0,1
10.15.112.44,172.16.149.235,56191,52423,UDP,1059,83,9095,895,RST,device2,MacOS,58,22,519,55,53,5,1,2,1,0,1,0,1,1
10.197.185.59,172.27.139.27,31985,33271,TCP,1239,53,2795,241,ACK,device6,LinuxUbuntu,25,25,124,18,17,9,1,0,1,0,1,1,0,0
192.168.39.241,192.168.116.87,4250,60971,UDP,1196,27,4712,945,RST,device3,iOS14,53,20,603,53,88,9,4,0,1,1,1,1,0,0
172.24.0.255,10.162.231.21,57822,43216,TCP,1009,7,1083,302,PSH,device3,Windows10,9,44,945,9,58,9,3,0,1,1,0,0,1,0
192.168.66.156,192.168.68.90,27421,13849,ICMP,365,99,6122,965,RST,device3,Android10,22,39,896,39,64,9,4,2,0,0,1,1,0,0
172.16.237.64,172.17.31.57,54203,25700,UDP,1291,24,9887,93,RST,device5,Windows10,26,6,315,68,55,9,4,2,0,1,0,0,0,1
10.34.80.53,10.145.124.137,18932,15642,TCP,1114,75,1736,152,PSH,device1,Windows7,45,11,768,47,63,9,1,0,0,0,0,1,0,0
10.82.31.73,192.168.158.96,54153,56411,ICMP,761,19,5602,358,FIN,device2,Android10,87,8,178,99,97,8,3,0,1,1,0,1,0,1
192.168.103.224,192.168.211.128,65002,2384,ICMP,1277,55,3636,297,PSH,device3,LinuxUbuntu,13,8,573,63,8,4,2,2,0,0,0,1,1,1
10.96.0.236,192.168.224.252,24569,48631,TCP,548,40,8320,22,ACK,device3,LinuxUbuntu,3,18,462,17,94,9,4,1,1,1,1,0,1,0
172.22.225.125,10.224.173.80,63098,3436,UDP,1352,85,4236,389,ACK,device3,Windows7,40,43,198,77,13,9,2,1,0,0,0,1,0,0
172.30.6.140,172.31.122.247,13485,55678,TCP,497,50,1490,833,FIN,device5,Windows10,69,30,114,16,20,2,4,1,0,0,0,1,0,1
172.23.60.21,10.106.23.20,52602,19463,UDP,689,51,3915,154,FIN,device6,Android10,62,19,700,79,88,7,3,0,0,0,0,1,1,0
172.27.214.66,10.165.87.118,39900,15383,UDP,688,79,5933,651,FIN,device5,Windows7,64,32,142,11,55,3,3,2,0,1,1,0,0,1
192.168.31.107,10.122.189.44,10482,27813,TCP,1304,23,8163,201,PSH,device6,LinuxUbuntu,47,14,707,36,94,5,2,1,0,1,1,1,0,1
192.168.244.233,172.24.99.152,29638,12325,ICMP,737,64,5909,771,PSH,device6,LinuxUbuntu,99,37,292,64,89,8,4,1,1,1,1,1,0,1
10.179.233.250,172.23.207.248,20908,33029,ICMP,1144,78,3552,30,PSH,device5,iOS14,76,36,175,7,72,5,2,2,1,0,0,0,0,1
192.168.72.166,192.168.65.72,35633,8409,ICMP,651,25,3029,802,RST,device2,iOS14,24,9,789,73,2,7,3,0,0,1,1,1,1,0
10.189.250.57,10.13.155.87,64770,3539,UDP,219,60,9337,89,FIN,device4,MacOS,76,19,683,55,24,3,2,0,1,1,1,1,0,0
192.168.163.110,172.23.87.209,34469,21578,TCP,362,25,3163,271,PSH,device6,iOS14,86,39,757,44,11,0,0,2,0,0,1,1,1,1
172.16.51.231,10.190.146.2,52993,65096,TCP,1266,57,6740,317,ACK,device1,MacOS,17,1,413,15,11,4,3,2,1,0,1,0,1,1
10.27.76.138,172.30.191.109,59984,43877,TCP,1124,89,853,234,RST,device2,Android10,16,10,416,94,72,2,0,2,0,1,0,1,1,0
172.25.155.104,192.168.74.112,57066,7958,UDP,1044,50,5431,754,RST,device2,Android10,42,15,691,44,84,3,2,2,1,0,0,0,0,1
172.25.201.218,192.168.189.116,60120,60276,ICMP,326,4,604,220,RST,device4,Android10,72,3,904,47,83,5,4,1,0,0,0,1,1,1
10.147.76.13,172.23.59.187,34215,7921,ICMP,171,13,4760,538,ACK,device6,Windows10,17,40,701,30,14,7,3,0,0,0,0,0,0,0
172.19.176.155,192.168.233.38,51291,52517,TCP,1279,11,8910,913,PSH,device1,Windows10,16,45,887,92,12,5,2,0,0,0,0,1,0,0
10.195.194.195,192.168.232.7,7221,61171,TCP,1440,98,5275,302,FIN,device5,Android10,96,42,118,37,17,7,2,2,0,0,0,1,1,0
172.26.33.101,172.29.132.59,20271,10471,TCP,1008,20,5058,257,ACK,device3,LinuxUbuntu,54,39,927,26,38,3,0,2,0,1,1,0,0,1
10.169.65.155,172.31.89.223,17645,37101,TCP,1370,4,830,927,SYN,device1,MacOS,89,20,203,60,75,6,3,1,1,1,0,1,1,0
192.168.3.222,10.143.156.200,43294,29785,UDP,245,87,1583,269,RST,device4,iOS14,11,9,231,76,0,8,3,2,1,0,1,1,1,0
10.34.60.167,172.21.216.95,22830,41265,ICMP,628,91,151,711,RST,device1,LinuxUbuntu,74,31,849,78,97,0,1,0,0,1,1,1,1,0
192.168.200.84,172.27.230.60,36812,52691,TCP,1145,12,7085,196,RST,device3,Android10,63,47,246,55,84,6,4,2,0,0,1,0,0,1
192.168.133.94,172.24.203.48,24822,13968,ICMP,483,45,4026,419,SYN,device2,iOS14,77,8,594,62,11,3,3,1,1,0,1,0,1,1
192.168.3.234,10.146.221.89,23124,41288,ICMP,1466,83,498,852,ACK,device4,Windows10,68,45,707,2,44,1,3,2,0,1,0,0,1,1
192.168.85.190,192.168.54.74,14366,2063,UDP,679,58,9747,257,RST,device4,LinuxUbuntu,21,18,926,36,62,2,0,1,0,1,0,0,0,0
10.75.249.40,192.168.29.84,20735,39181,TCP,1444,91,7771,310,SYN,device4,Windows7,56,1,290,99,50,9,3,2,0,0,1,0,1,0
192.168.105.3,172.21.91.57,19200,57329,TCP,1098,68,8863,306,SYN,device1,LinuxUbuntu,0,11,585,75,20,8,0,0,1,1,0,0,1,0
192.168.126.138,10.37.194.234,39424,29492,TCP,1481,32,7917,914,SYN,device3,MacOS,24,21,649,61,92,6,3,2,1,1,0,0,1,0
192.168.11.181,192.168.115.25,26490,50771,ICMP,319,78,4702,679,FIN,device6,iOS14,8,3,576,15,66,3,4,2,1,1,1,0,1,1
172.18.22.150,172.20.198.61,23644,55245,ICMP,597,52,6702,375,ACK,device2,Windows10,51,41,911,99,6,4,3,1,1,0,1,0,1,0
10.140.1.237,10.40.227.75,22404,21960,TCP,152,21,7472,251,FIN,device5,iOS14,63,15,615,43,84,3,1,2,0,1,1,0,0,1
10.171.4.251,192.168.200.18,36546,46343,UDP,55,95,195,103,PSH,device5,MacOS,50,29,738,75,51,6,1,0,0,0,0,1,1,0
192.168.33.84,10.12.34.163,34532,11679,TCP,1293,79,1184,465,SYN,device6,Android10,97,15,166,6,70,2,2,2,1,1,0,1,1,1
192.168.202.85,192.168.221.2,39678,63864,TCP,116,42,4815,995,SYN,device6,MacOS,66,36,167,9,73,8,3,0,1,0,0,1,0,0
10.87.181.27,10.33.10.222,34571,39768,ICMP,1275,1,3403,902,SYN,device4,Android10,58,5,349,69,52,3,2,0,0,0,1,0,0,1
10.89.85.107,192.168.193.183,17311,56914,ICMP,1402,17,5300,622,SYN,device2,Windows10,8,33,376,27,96,8,4,0,0,1,0,1,0,0
172.16.140.104,192.168.179.121,23242,21349,TCP,64,46,8360,347,ACK,device4,iOS14,93,33,126,9,15,4,2,1,0,1,1,1,1,0
10.53.237.214,10.56.16.97,61220,45015,UDP,454,49,3376,255,PSH,device2,Android10,14,30,491,91,9,5,4,0,0,0,1,1,1,0
172.20.225.26,10.52.221.2,13956,20480,UDP,720,60,2004,938,PSH,device2,Windows10,36,26,251,26,42,3,0,1,0,1,0,0,1,0
192.168.30.8,10.12.18.190,54779,34108,UDP,680,53,1397,572,FIN,device1,iOS14,58,45,250,26,5,3,3,2,1,0,1,0,1,1
192.168.83.61,172.24.61.17,65119,58653,ICMP,495,20,630,80,PSH,device5,MacOS,13,41,976,24,5,1,1,2,1,1,1,1,1,0
172.21.177.193,172.18.82.144,28723,1310,TCP,1231,45,362,917,FIN,device4,Windows10,24,35,838,65,29,7,0,0,0,1,1,0,1,0
172.17.35.217,10.108.194.36,31211,13983,UDP,1167,67,8491,458,FIN,device6,LinuxUbuntu,64,20,742,37,34,4,4,1,1,0,1,0,0,0
192.168.191.36,172.21.73.20,28038,3642,TCP,551,16,1592,47,PSH,device2,Windows10,93,40,528,58,80,5,4,1,0,1,1,1,0,1
172.21.112.29,192.168.246.195,21621,48146,UDP,815,10,3671,994,PSH,device4,Windows10,41,3,823,87,25,1,1,1,0,0,0,1,1,1
192.168.5.10,10.217.66.56,37325,51162,TCP,1344,58,9847,907,PSH,device3,Windows7,78,7,446,99,82,2,3,1,1,0,1,0,0,0
192.168.185.27,192.168.208.152,21735,63463,TCP,276,94,4723,394,FIN,device5,MacOS,26,9,546,77,9,9,2,1,0,1,0,1,1,0
192.168.185.1,10.121.36.15,54191,4906,UDP,1227,11,6252,478,PSH,device2,MacOS,35,49,272,36,13,6,3,1,1,1,1,1,1,0
192.168.116.224,10.154.181.212,46206,55538,UDP,481,19,1283,199,ACK,device6,Windows10,12,24,548,85,73,8,4,2,1,0,0,0,0,1
172.20.190.9,192.168.130.102,1181,53630,ICMP,1229,43,1287,336,ACK,device4,LinuxUbuntu,37,31,153,59,63,7,2,0,1,0,1,0,0,1
192.168.158.206,192.168.237.222,32090,57353,TCP,1102,60,4161,335,ACK,device5,iOS14,60,19,378,14,43,1,0,1,0,0,0,1,0,0
10.80.243.170,192.168.235.225,17557,21558,ICMP,952,57,5348,788,RST,device5,iOS14,10,36,969,23,47,5,2,1,1,0,0,0,1,0
172.19.182.63,172.16.161.228,35786,30918,UDP,305,95,7774,986,FIN,device6,LinuxUbuntu,30,40,973,10,48,5,0,2,1,0,0,0,0,0
172.16.127.228,10.143.135.251,26025,16268,TCP,477,75,5868,168,FIN,device2,MacOS,12,18,385,83,4,4,1,1,0,0,0,1,0,1
172.29.41.193,10.236.131.119,39383,31606,TCP,1468,65,4636,336,PSH,device5,Android10,40,22,949,54,3,9,3,1,1,0,1,1,0,1
10.233.29.117,10.78.58.83,31326,41202,ICMP,1473,19,6820,442,PSH,device3,Android10,65,48,290,42,14,1,3,2,0,0,1,1,1,1
192.168.50.6,10.239.170.254,37018,54834,UDP,537,29,6831,23,PSH,device5,Windows10,36,6,918,59,80,3,3,1,1,0,1,1,0,1
172.30.115.211,10.90.147.1,64975,55935,ICMP,1305,67,4520,50,RST,device5,Windows10,81,2,736,89,65,1,4,0,0,0,1,1,0,0
172.26.217.28,172.22.9.165,6744,12739,ICMP,1040,62,1263,671,RST,device3,Android10,81,40,579,23,40,1,2,0,1,0,1,0,0,1
192.168.31.248,10.104.63.122,44909,13514,UDP,384,63,4388,108,PSH,device4,Windows7,37,32,161,38,49,1,3,2,1,1,0,0,1,1
10.49.106.167,172.28.202.74,39027,49792,ICMP,1204,64,3907,11,SYN,device5,LinuxUbuntu,53,3,738,91,71,9,0,0,1,1,1,1,0,0
172.27.173.98,172.17.59.104,7477,63325,TCP,1494,87,5944,129,SYN,device1,iOS14,60,36,715,2,99,6,3,2,1,0,0,0,0,1
172.29.175.198,172.30.82.166,30254,2867,TCP,699,99,9557,636,PSH,device4,Android10,68,43,900,22,83,8,2,2,0,0,0,0,0,0
10.215.51.189,192.168.198.153,3372,7445,UDP,321,97,5524,755,RST,device1,Windows10,96,28,401,82,70,1,0,2,0,1,0,1,0,1
192.168.146.142,192.168.30.18,31599,21156,ICMP,884,22,9129,78,PSH,device3,Android10,92,5,246,96,24,4,2,1,1,1,0,0,0,1
172.24.16.141,172.24.49.77,15804,30845,ICMP,287,64,8275,179,ACK,device1,LinuxUbuntu,73,43,889,37,51,4,2,2,1,1,1,1,1,0
